Player,Tkl,TklW,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Team,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Cmp,Cmp%,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,PPA,CrsPA,PrgP,Touches,Def Pen,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Nation,Pos,Age,90s,Def 3rd,Mid 3rd,Att 3rd,TotDist,PrgDist,1/3,Country
Robert Sánchez,0,0,0,0,0,0,0,0,0,11,3,Chelsea,2,0.13,1,1,0,0,0,0,0,0,0,0,0,0,0,500,82.1,135,136,99.3,250,257,97.3,112,211,53.1,0,0,0,0,0,0,0,1,649,561,0,649,0,0,0,0,0,392,0,0,1,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESP,GK,26,15.9,0,0,0,11860,7720,8,Spain
Malo Gusto,45,22,27,65.9,14,23,20,13,58,36,1,Chelsea,35,2.3,32,1,1,0,1,6,0.39,6,0,0,0,0,0,960,85.9,589,642,91.7,309,360,85.8,40,61,65.6,5,3.2,2.3,1.8,20,21,10,66,1288,56,32,1288,34,13,38.2,17,50,771,57,11,24,10,861,102,0,8,1,12.5,0.53,0.07,0,0,20.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,FRA,DF,20,15.2,30,13,2,13677,3928,37,France
Đorđe Petrović,0,0,0,0,0,0,0,0,0,5,0,Chelsea,1,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,306,75.6,88,88,100,148,149,99.3,69,165,41.8,0,0,0,0,0,0,0,0,431,376,0,431,0,0,0,0,0,254,0,0,1,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRB,GK,24,11.1,0,0,0,7424,4779,2,Serbia
Mykhailo Mudryk,18,11,8,34.8,15,10,9,4,22,6,0,Chelsea,32,3.16,19,6,4,2,0,7,0.69,2,1,2,1,1,0,225,67.2,150,188,79.8,45,80,56.3,14,31,45.2,2,1.8,1.8,0.2,15,14,2,27,470,6,51,470,52,22,42.3,22,42.3,328,58,25,35,13,350,92,4,17,5,29.4,1.68,0.49,0.24,0.8,16.8,0,0,0,2.8,2.8,0.16,1.2,1.2,UKR,"FW,MF",23,10.1,8,5,5,2995,994,16,Ukraine
Marc Cucurella,33,22,19,61.3,12,18,12,13,46,26,0,Chelsea,13,1.48,11,1,1,0,0,0,0,0,0,0,0,0,0,479,85.5,262,289,90.7,189,210,90,16,35,45.7,0,0.2,0.3,-0.2,6,2,0,26,675,46,8,675,6,2,33.3,4,66.7,314,16,2,7,1,407,31,0,4,3,75,0.45,0.34,0,0,14.7,0,0,0,0.8,0.8,0.2,-0.8,-0.8,ESP,DF,25,8.8,18,13,2,7154,1964,24,Spain
Ben Chilwell,15,10,5,62.5,3,11,8,4,19,19,1,Chelsea,20,2.42,10,8,0,2,0,1,0.12,1,0,0,0,0,0,362,74.9,225,254,88.6,106,137,77.4,18,48,37.5,1,2.2,1.8,-1.2,14,2,2,24,591,21,27,591,19,7,36.8,8,42.1,325,22,5,20,5,383,58,0,11,3,27.3,1.33,0.36,0,0,16.7,1,0,0,1.2,1.2,0.11,-1.2,-1.2,ENG,DF,27,8.3,5,9,1,5077,1498,29,United Kingdom
Benoît Badiashile,13,10,6,60,4,9,5,5,18,31,1,Chelsea,12,1.93,11,0,0,0,1,3,0.48,3,0,0,0,0,0,448,90,188,198,94.9,230,251,91.6,25,37,67.6,1,0.5,0.6,0.5,3,2,0,25,564,75,4,564,1,0,0,0,0,319,1,0,1,3,394,1,0,2,1,50,0.32,0.16,0,0,11.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,FRA,DF,22,6.2,8,5,0,7789,3128,22,France
Armando Broja,3,0,1,50,1,5,4,0,3,3,0,Chelsea,8,1.59,5,0,1,2,0,1,0.2,0,0,0,0,1,0,83,88.3,60,64,93.8,15,18,83.3,1,2,50,0,0.2,0.3,-0.2,3,2,0,6,167,3,35,167,31,13,41.9,16,51.6,117,11,8,17,14,131,37,1,13,2,15.4,2.58,0.4,0.08,0.5,11.1,0,0,0,2.4,2.4,0.18,-1.4,-1.4,ALB,FW,22,5,0,1,2,932,91,2,Albania
Reece James,13,8,8,80,2,4,0,3,16,7,1,Chelsea,14,3.25,12,1,0,0,0,2,0.46,1,0,0,1,0,0,253,80.3,134,153,87.6,94,117,80.3,17,31,54.8,1,1.5,1.2,-0.5,10,6,3,20,362,24,19,362,13,9,69.2,3,23.1,201,19,3,6,5,225,33,0,7,1,14.3,1.62,0.23,0,0,20.9,3,0,0,0.3,0.3,0.04,-0.3,-0.3,ENG,DF,24,4.3,10,2,1,4003,1214,18,United Kingdom
Noni Madueke,7,5,5,38.5,8,5,5,1,8,6,0,Chelsea,16,4.13,11,1,2,2,0,2,0.52,1,0,0,0,1,0,151,80.3,104,118,88.1,38,49,77.6,1,4,25,0,0.6,0.6,-0.6,7,5,1,16,254,7,27,253,33,13,39.4,13,39.4,167,29,11,13,7,187,54,2,9,3,33.3,2.32,0.77,0.11,0.33,19,0,1,1,1.2,0.4,0.04,0.8,0.6,ENG,FW,22,3.9,4,2,1,1872,386,4,United Kingdom
Lesley Ugochukwu,12,9,3,37.5,5,5,3,1,13,3,0,Chelsea,3,0.99,3,0,0,0,0,0,0,0,0,0,0,0,0,141,84.4,71,80,88.8,59,69,85.5,8,9,88.9,0,0,0.1,0,1,4,0,15,194,10,1,194,6,3,50,1,16.7,120,6,1,3,3,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA,MF,19,3,3,8,1,2263,583,9,France
Christopher Nkunku,2,1,0,0,0,3,3,2,4,3,0,Chelsea,9,2.54,7,0,1,0,0,1,0.28,1,0,0,0,0,0,87,87.9,59,62,95.2,15,18,83.3,2,3,66.7,0,0.1,0.3,-0.1,2,5,0,9,139,4,22,139,4,1,25,3,75,82,7,2,13,4,109,28,2,11,5,45.5,3.1,1.41,0.18,0.4,9.7,0,0,0,1.7,1.7,0.16,0.3,0.3,FRA,"FW,MF",26,3.5,0,2,0,1045,238,4,France
Trevoh Chalobah,2,1,2,100,0,2,0,3,5,10,0,Chelsea,1,0.45,1,0,0,0,0,0,0,0,0,0,0,0,0,90,78.9,31,36,86.1,55,61,90.2,3,16,18.8,0,0,0,0,1,0,0,1,134,23,0,134,0,0,0,0,0,58,0,0,2,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,DF,24,2.2,1,0,1,1624,306,0,United Kingdom
Carney Chukwuemeka,2,2,1,50,1,1,0,0,2,0,0,Chelsea,6,3.16,5,0,1,0,0,3,1.58,2,0,1,0,0,0,86,85.1,65,71,91.5,14,18,77.8,4,4,100,1,0.3,0.3,0.7,3,5,0,8,121,0,11,121,7,1,14.3,6,85.7,83,4,2,3,2,93,15,1,2,2,100,1.05,1.05,0.5,0.5,17.5,0,0,0,0.1,0.1,0.07,0.9,0.9,ENG,"MF,FW",20,1.9,1,1,0,1049,138,4,United Kingdom
Ian Maatsen,3,2,0,0,4,4,4,3,6,10,0,Chelsea,5,2.15,3,1,0,0,0,0,0,0,0,0,0,0,0,97,70.3,60,73,82.2,26,46,56.5,4,8,50,0,0.1,0.2,-0.1,2,2,1,8,179,7,8,179,4,0,0,4,100,100,9,2,8,7,117,15,0,5,0,0,2.15,0,0,0,17.1,0,0,0,0.8,0.8,0.16,-0.8,-0.8,NED,"FW,MF",22,2.3,1,1,1,1316,400,6,Netherlands
Roméo Lavia,1,0,0,0,0,0,0,0,1,1,0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,81.5,9,10,90,13,14,92.9,0,1,0,0,0,0,0,0,0,0,1,30,1,0,30,0,0,0,0,0,22,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEL,MF,20,0.4,0,1,0,350,51,4,Belgium
Cesare Casadei,2,1,0,0,0,1,1,0,2,2,0,Chelsea,1,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,17,77.3,8,10,80,9,10,90,0,0,0,0,0.1,0.1,-0.1,1,0,0,1,27,3,1,27,0,0,0,0,0,12,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA,"MF,FW",21,0.2,1,1,0,274,40,1,Italy
Alfie Gilchrist,1,0,0,0,1,1,0,1,2,2,0,Chelsea,1,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,15,71.4,9,14,64.3,6,6,100,0,0,0,0,0,0,0,0,0,0,0,30,5,0,30,0,0,0,0,0,9,1,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,"DF,FW",20,0.2,1,0,0,241,59,0,United Kingdom
Deivid Washington,1,1,0,0,1,0,0,0,1,0,0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,9,0,0,0,9,0,0,0,0.5,0.5,0.47,-0.5,-0.5,BRA,DF,18,0.1,1,0,0,25,0,0,Brazil
Mason Burstow,0,0,0,0,0,0,0,0,0,0,0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,6,0,0,0,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,FW,20,0.1,0,0,0,29,1,0,United Kingdom
Alex Matos,0,0,0,0,0,0,0,0,0,0,0,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,MF,19,0,0,0,0,0,0,0,United Kingdom
Bernd Leno,0,0,0,0,0,0,0,0,0,12,1,Fulham,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,930,78.3,170,170,100,574,577,99.5,184,435,42.3,0,0,0,0,0,0,0,0,1248,932,0,1248,0,0,0,0,0,788,0,0,1,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GER,GK,32,29,0,0,0,22813,13709,18,Germany
Antonee Robinson,75,47,46,56.1,36,40,35,69,144,83,3,Fulham,55,2.01,51,2,1,0,1,7,0.26,7,0,0,0,0,0,1102,72.9,493,595,82.9,465,586,79.4,131,247,53,6,3.6,3.2,2.4,27,34,19,94,1875,120,50,1875,66,30,45.5,29,43.9,959,75,5,36,14,1023,141,0,10,4,40,0.36,0.15,0,0,20.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,USA,DF,26,27.4,48,20,7,19890,7220,82,USA
Andreas Pereira,19,9,8,27.6,21,14,12,3,22,12,0,Fulham,99,4.46,57,36,1,3,0,9,0.41,7,2,0,0,0,0,674,70.4,341,393,86.8,213,280,76.1,97,210,46.2,5,5.2,3.8,-0.2,62,25,6,94,1130,18,48,1130,31,14,45.2,17,54.8,610,42,9,33,34,741,94,1,38,10,26.3,1.71,0.45,0.03,0.1,22.9,6,0,0,2.3,2.3,0.06,-1.3,-1.3,BRA,MF,28,22.2,3,8,8,11798,3836,69,Brazil
Timothy Castagne,40,19,22,64.7,12,29,22,34,74,54,1,Fulham,42,1.88,32,2,3,0,1,1,0.04,1,0,0,0,0,0,1077,81.5,569,639,89,413,477,86.6,71,126,56.3,2,1.2,1.2,0.8,15,16,7,63,1541,86,50,1541,24,14,58.3,8,33.3,712,40,4,18,8,868,94,0,12,3,25,0.54,0.13,0,0,11.4,0,0,0,1.4,1.4,0.12,-1.4,-1.4,BEL,DF,28,22.3,18,13,9,17035,6005,59,Belgium
João Palhinha,110,57,72,63.7,41,45,37,38,148,41,0,Fulham,22,1.01,15,1,0,0,2,2,0.09,1,0,0,1,0,0,761,82.2,362,408,88.7,305,342,89.2,78,119,65.5,1,0.4,0.7,0.6,10,3,1,63,1255,89,31,1255,18,8,44.4,8,44.4,575,7,0,27,20,706,9,3,30,10,33.3,1.38,0.46,0.1,0.3,15.8,0,0,0,2.2,2.2,0.07,0.8,0.8,POR,MF,28,21.8,62,38,10,13448,3427,64,Portugal
Willian,11,6,3,18.8,13,13,13,9,20,12,0,Fulham,86,4.77,65,10,4,1,0,9,0.5,9,0,0,0,0,0,712,82.5,345,387,89.1,261,310,84.2,90,123,73.2,2,3,3.6,-1,34,53,6,124,1018,15,55,1016,43,18,41.9,19,44.2,694,72,23,31,19,794,140,4,37,15,40.5,2.05,0.83,0.05,0.13,20.7,2,2,2,4.7,3.1,0.08,-0.7,-1.1,BRA,FW,35,18,5,2,4,12568,2931,45,Brazil
Raúl Jiménez,14,10,6,33.3,12,9,7,3,17,12,0,Fulham,25,1.78,14,0,4,0,1,3,0.21,0,0,1,2,0,0,221,67.2,136,172,79.1,46,80,57.5,15,28,53.6,0,1.4,0.9,-1.4,10,8,1,17,491,18,55,491,22,8,36.4,12,54.5,278,10,5,38,28,385,73,5,36,15,41.7,2.56,1.07,0.14,0.33,15.1,0,0,0,4.5,4.5,0.12,0.5,0.5,MEX,FW,32,14.1,3,7,4,2882,566,18,Mexico
Calvin Bassey,29,18,11,68.8,5,22,14,24,53,49,3,Fulham,7,0.42,5,0,0,0,0,2,0.12,0,0,0,2,0,0,922,85.8,306,322,95,504,552,91.3,96,166,57.8,0,0,0.1,0,1,1,0,36,1219,164,7,1219,12,9,75,2,16.7,770,7,2,8,4,829,4,1,4,1,25,0.24,0.06,0.25,1,10.1,0,0,0,0.3,0.3,0.08,0.7,0.7,NGA,DF,24,16.6,18,10,1,17674,5885,41,Nigeria
Alex Iwobi,19,12,8,42.1,11,11,11,13,32,7,0,Fulham,70,4.26,57,0,5,0,0,8,0.49,6,0,0,2,0,0,578,79.8,296,328,90.2,222,271,81.9,40,75,53.3,1,2.9,2.3,-1.9,35,30,4,106,896,13,59,896,47,23,48.9,23,48.9,623,68,18,36,20,696,124,5,40,14,35,2.43,0.85,0.13,0.36,17.8,0,0,0,4.6,4.6,0.12,0.4,0.4,NGA,"FW,MF",27,16.5,8,10,1,9325,2882,57,Nigeria
Tim Ream,18,9,7,46.7,8,22,7,25,43,56,2,Fulham,8,0.51,7,1,0,0,0,1,0.06,1,0,0,0,0,0,898,88.9,293,316,92.7,488,531,91.9,106,139,76.3,0,0,0.1,0,0,1,0,65,1149,148,7,1149,6,5,83.3,1,16.7,710,11,2,6,3,774,3,1,1,1,100,0.06,0.06,1,1,1.3,0,0,0,1,1,0.96,0,0,USA,DF,36,15.7,11,5,2,17990,6481,76,USA
Harry Wilson,19,12,11,42.3,15,24,21,10,29,9,0,Fulham,57,3.63,38,2,4,7,2,8,0.51,7,0,0,0,1,0,402,76.7,220,255,86.3,121,156,77.6,41,66,62.1,4,2.9,2.3,1.1,18,24,7,51,700,21,44,700,29,12,41.4,14,48.3,432,31,13,31,10,510,112,3,34,11,32.4,2.17,0.7,0.09,0.27,19.6,3,0,0,2.9,2.9,0.09,0.1,0.1,WAL,FW,27,15.7,8,8,3,6286,1288,28,United Kingdom
Bobby Reid,16,11,3,27.3,8,17,15,3,19,12,0,Fulham,29,2.18,23,0,1,0,2,4,0.3,3,0,0,0,0,1,305,74,180,205,87.8,92,131,70.2,12,29,41.4,2,1.7,1,0.3,13,15,4,37,555,19,42,555,21,7,33.3,10,47.6,341,30,8,25,8,404,78,5,25,7,28,1.92,0.54,0.2,0.71,15.8,0,0,0,3.8,3.8,0.15,1.2,1.2,JAM,FW,31,13,3,11,2,4221,1141,19,Jamaica
Tom Cairney,21,13,11,47.8,12,14,11,13,34,5,0,Fulham,51,3.69,45,2,0,1,2,11,0.8,10,0,0,0,1,0,887,88.2,475,504,94.2,324,353,91.8,58,93,62.4,3,1.9,2.1,1.1,17,19,4,111,1114,24,24,1114,28,22,78.6,4,14.3,732,30,6,24,17,889,54,1,12,5,41.7,0.87,0.36,0.08,0.2,20.9,0,0,0,0.8,0.8,0.06,0.2,0.2,SCO,MF,33,13.8,10,9,2,13751,2984,70,United Kingdom
Tosin Adarabioyo,16,10,10,71.4,4,12,4,18,34,64,0,Fulham,7,0.54,4,0,0,0,0,0,0,0,0,0,0,0,0,739,84.2,195,217,89.9,455,508,89.6,84,128,65.6,0,0.1,0.3,-0.1,1,2,0,39,1008,137,20,1008,3,1,33.3,0,0,595,5,0,2,4,731,3,1,10,3,30,0.77,0.23,0.1,0.33,15.5,0,0,0,0.6,0.6,0.06,0.4,0.4,ENG,DF,26,13,11,5,0,15362,5669,30,United Kingdom
Issa Diop,23,12,11,68.8,5,20,6,12,35,63,1,Fulham,4,0.31,4,0,0,0,0,0,0,0,0,0,0,0,0,804,88.4,284,307,92.5,466,499,93.4,47,82,57.3,0,0,0.4,0,0,2,0,64,1044,117,6,1044,1,1,100,0,0,692,11,0,3,4,749,1,0,4,1,25,0.31,0.08,0,0,15.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,FRA,DF,27,12.8,17,5,1,14951,5431,55,France
Harrison Reed,25,16,11,39.3,17,18,9,11,36,20,0,Fulham,22,1.73,20,1,0,1,0,3,0.24,2,1,0,0,0,0,538,83.8,259,287,90.2,232,264,87.9,28,44,63.6,1,0.9,1.2,0.1,11,11,2,45,764,28,8,764,10,5,50,5,50,403,9,1,16,12,525,34,0,7,1,14.3,0.55,0.08,0,0,22.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,ENG,MF,29,12.7,7,15,3,8345,1916,36,United Kingdom
Rodrigo Muniz,4,2,1,25,3,6,4,4,8,12,0,Fulham,20,1.92,10,0,1,3,2,0,0,0,0,0,0,0,0,77,56.6,47,71,66.2,20,38,52.6,4,6,66.7,1,1.6,0.8,-0.6,12,4,0,10,276,18,70,276,14,2,14.3,11,78.6,148,3,2,30,20,204,41,7,43,14,32.6,4.13,1.35,0.16,0.5,12.5,0,0,0,5.2,5.2,0.12,1.8,1.8,BRA,FW,22,10.4,1,3,0,1042,258,6,Brazil
Saša Lukić,22,13,12,42.9,16,9,6,10,32,9,1,Fulham,17,2.11,12,0,0,0,1,0,0,0,0,0,0,0,0,286,85.4,136,153,88.9,132,146,90.4,14,21,66.7,0,0.3,0.3,-0.3,5,3,0,27,416,22,10,416,6,4,66.7,2,33.3,244,6,0,9,7,260,14,1,9,3,33.3,1.12,0.37,0.11,0.33,18,0,0,0,1.3,1.3,0.14,-0.3,-0.3,SRB,MF,27,8.1,5,12,5,4598,1103,20,Serbia
Kenny Tete,21,14,9,52.9,8,9,6,16,37,31,0,Fulham,8,1.06,6,0,2,0,0,0,0,0,0,0,0,0,0,314,78.9,189,217,87.1,100,126,79.4,20,34,58.8,0,0.1,0.3,-0.1,2,6,5,35,500,36,8,500,18,8,44.4,9,50,229,17,1,7,3,270,33,1,3,1,33.3,0.4,0.13,0.33,1,8.8,0,0,0,0.8,0.8,0.26,0.2,0.2,NED,DF,28,7.6,14,5,2,4716,1791,32,Netherlands
Carlos Vinícius,3,2,0,0,4,4,4,0,3,1,0,Fulham,9,2.57,8,0,1,0,0,1,0.29,1,0,0,0,0,0,46,74.2,28,34,82.4,14,21,66.7,1,1,100,0,0.8,0.1,-0.8,5,0,0,3,102,1,15,102,8,2,25,6,75,66,3,2,11,7,80,13,2,9,5,55.6,2.57,1.43,0.22,0.4,10.9,0,0,0,1.6,1.6,0.18,0.4,0.4,BRA,FW,29,3.5,0,1,2,587,115,1,Brazil
Adama Traoré,2,1,2,66.7,1,0,0,0,2,1,0,Fulham,6,5,4,0,1,0,0,2,1.67,1,0,1,0,0,0,24,75,12,16,75,9,11,81.8,3,4,75,1,0.3,0.3,0.7,2,5,3,5,54,2,5,54,9,5,55.6,3,33.3,39,5,2,4,5,39,8,1,5,4,80,4.17,3.33,0.2,0.25,14.2,0,0,0,1.2,1.2,0.24,-0.2,-0.2,ESP,"FW,MF",28,1.2,0,2,0,439,142,0,Spain
Luke Harris,1,1,0,0,1,0,0,0,1,0,0,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,78.6,5,8,62.5,4,4,100,1,1,100,0,0,0,0,0,1,0,1,19,1,1,19,2,0,0,2,100,9,0,0,0,0,11,0,0,1,1,100,1.2,1.2,0,0,11.2,0,0,0,0.3,0.3,0.28,-0.3,-0.3,WAL,MF,18,0.8,1,0,0,172,14,0,United Kingdom
Fodé Ballo-Touré,3,2,1,100,0,1,1,3,6,2,0,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,71.4,21,27,77.8,23,30,76.7,5,6,83.3,0,0,0,0,0,0,0,0,83,3,1,83,6,3,50,2,33.3,45,5,1,0,0,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEN,"DF,MF",27,0.6,1,2,0,881,200,3,Senegal
Aleksandar Mitrović,0,0,0,0,0,0,0,0,0,0,0,Fulham,2,5.45,1,0,1,0,0,1,2.73,1,0,0,0,0,0,4,50,1,3,33.3,2,4,50,1,1,100,0,0,0,0,0,1,0,1,12,0,4,12,3,3,100,0,0,5,0,0,0,0,8,0,0,2,1,50,5.45,2.73,0,0,11,0,0,0,0.2,0.2,0.08,-0.2,-0.2,SRB,FW,29,0.4,0,0,0,78,24,1,Serbia
Illia Zabarnyi,44,26,15,42.9,20,40,15,28,72,102,3,Bournemouth,22,0.79,21,0,0,0,0,0,0,0,0,0,0,0,0,1144,81.7,305,358,85.2,685,735,93.2,144,279,51.6,0,0.3,0.5,-0.3,6,9,0,90,1678,237,16,1678,11,8,72.7,2,18.2,1006,21,0,11,1,1070,1,1,8,2,25,0.29,0.07,0.13,0.5,7.5,0,0,0,1.1,1.1,0.14,-0.1,-0.1,UKR,DF,21,28,19,24,1,23946,8284,106,Ukraine
Dominic Solanke,17,9,7,41.2,10,20,16,3,20,34,0,Bournemouth,59,2.13,47,0,4,2,3,6,0.22,4,0,2,0,0,0,302,74.6,203,242,83.9,65,88,73.9,8,14,57.1,3,2.5,1.6,0.5,31,17,3,46,819,42,163,817,83,30,36.1,48,57.8,467,33,16,109,69,560,139,15,84,29,34.5,3.03,1.05,0.17,0.48,12,0,1,2,16.1,14.5,0.17,-1.1,-0.5,ENG,FW,26,27.7,1,9,7,3712,919,20,United Kingdom
Ryan Christie,63,32,30,43.5,39,31,26,37,100,34,0,Bournemouth,85,3.49,68,4,6,3,2,5,0.21,4,1,0,0,0,0,744,75.2,300,348,86.2,329,403,81.6,101,183,55.2,4,4.5,4,-0.5,37,29,6,120,1298,58,59,1298,73,37,50.7,32,43.8,717,50,12,43,35,764,68,0,32,12,37.5,1.32,0.49,0,0,19.6,0,0,0,1.5,1.5,0.05,-1.5,-1.5,SCO,MF,29,24.3,27,22,14,14033,3823,92,United Kingdom
Neto,0,0,0,0,0,1,1,1,1,11,1,Bournemouth,4,0.15,3,1,0,0,0,0,0,0,0,0,0,0,0,556,65.3,81,83,97.6,292,301,97,182,461,39.5,0,0,0,0,0,0,0,0,921,767,0,921,1,1,100,0,0,510,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRA,GK,34,26,0,0,0,16140,11950,16,Brazil
Lewis Cook,43,29,25,58.1,18,23,16,44,87,31,1,Bournemouth,56,2.67,35,18,1,0,2,4,0.19,3,0,0,0,0,1,783,77.5,317,368,86.1,368,418,88,78,170,45.9,3,3,2.3,0,33,17,4,102,1215,55,5,1215,25,15,60,9,36,513,14,0,26,14,584,11,0,7,3,42.9,0.33,0.14,0,0,25.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,ENG,MF,27,21,19,21,3,13987,4811,99,United Kingdom
Marcus Tavernier,48,30,23,56.1,18,26,23,4,52,20,0,Bournemouth,86,4.26,60,13,5,4,0,8,0.4,5,2,0,0,1,0,562,71,305,354,86.2,191,245,78,50,125,40,4,4.9,3.7,-0.9,40,31,7,74,1069,30,81,1069,90,39,43.3,45,50,597,73,23,46,36,662,148,2,46,13,28.3,2.28,0.64,0.04,0.15,19.8,3,0,0,3.6,3.6,0.08,-1.6,-1.6,ENG,FW,25,20.2,24,19,5,9018,2787,38,United Kingdom
Marcos Senesi,39,19,15,37.5,25,36,19,23,62,84,1,Bournemouth,35,1.9,34,0,0,0,1,5,0.27,5,0,0,0,0,0,790,78.5,237,262,90.5,412,460,89.6,136,247,55.1,2,0.8,2.1,1.2,13,21,7,88,1235,137,13,1235,13,8,61.5,5,38.5,697,21,2,12,9,738,3,3,7,3,42.9,0.38,0.16,0.43,1,14,0,0,0,1,1,0.14,2,2,ARG,DF,26,18.4,21,16,2,16976,7069,113,Argentina
Antoine Semenyo,17,11,7,35,13,26,25,5,22,12,0,Bournemouth,45,2.84,32,0,7,1,1,6,0.38,3,0,0,1,1,1,311,71.2,177,219,80.8,109,146,74.7,14,29,48.3,1,2.3,1.4,-1.3,20,20,5,43,679,17,82,679,64,26,40.6,31,48.4,408,56,26,32,33,458,128,7,53,23,43.4,3.35,1.45,0.13,0.3,17.9,0,0,0,3.5,3.5,0.07,3.5,3.5,GHA,FW,24,15.8,6,6,5,4632,1031,18,Ghana
Justin Kluivert,21,11,5,25,15,10,9,5,26,7,0,Bournemouth,37,2.72,24,0,4,2,2,2,0.15,0,0,1,0,0,1,181,66.5,90,124,72.6,64,83,77.1,11,22,50,0,1.5,1.1,-1.5,17,13,1,32,451,7,70,451,45,17,37.8,27,60,270,38,20,36,24,292,79,4,30,10,33.3,2.21,0.74,0.13,0.4,17.3,1,0,0,3.6,3.6,0.12,0.4,0.4,NED,"MF,FW",24,13.6,3,9,9,2721,764,9,Netherlands
Milos Kerkez,37,21,23,69.7,10,25,16,16,53,51,1,Bournemouth,18,1.12,16,0,0,0,1,3,0.19,2,0,0,0,0,1,472,72.7,250,293,85.3,183,255,71.8,31,68,45.6,1,0.3,0.6,0.7,6,11,6,31,837,69,18,837,21,10,47.6,9,42.9,393,29,4,18,8,407,70,0,8,2,25,0.5,0.12,0,0,20.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,HUN,DF,20,16.1,24,11,2,7450,2337,26,Hungary
Adam Smith,22,12,13,52,12,17,9,14,36,38,0,Bournemouth,21,1.33,16,4,0,1,0,3,0.19,3,0,0,0,0,0,545,76.8,274,304,90.1,229,277,82.7,36,99,36.4,2,0.8,1.2,1.2,10,17,12,64,840,60,8,840,10,4,40,4,40,367,16,2,8,4,415,20,0,1,0,0,0.06,0,0,0,28.8,0,0,0,0,0,0.02,0,0,ENG,DF,32,15.8,13,3,6,8837,3543,40,United Kingdom
Philip Billing,29,13,8,34.8,15,27,22,16,45,26,1,Bournemouth,40,2.9,36,1,1,1,0,5,0.36,5,0,0,0,0,0,357,76.4,207,246,84.1,102,130,78.5,29,48,60.4,2,2.9,2,-0.9,20,14,4,46,659,41,56,659,30,10,33.3,17,56.7,327,17,5,25,14,386,54,2,25,6,24,1.82,0.44,0.08,0.33,20.3,5,0,0,2.1,2.1,0.09,-0.1,-0.1,DEN,MF,27,13.8,4,21,4,5307,1566,32,Denmark
